Step,Normal_Reward_k_0.1,Normal_Reward_k_1,Normal_Reward_k_5,Binomial_Reward_k_0.1,Binomial_Reward_k_1,Binomial_Reward_k_5,Bernoulli_Reward_k_0.1,Bernoulli_Reward_k_1,Bernoulli_Reward_k_5,Normal_Opt_k_0.1,Normal_Opt_k_1,Normal_Opt_k_5,Binomial_Opt_k_0.1,Binomial_Opt_k_1,Binomial_Opt_k_5,Bernoulli_Opt_k_0.1,Bernoulli_Opt_k_1,Bernoulli_Opt_k_5
1072,9.509140743624828,9.560866642247937,9.478786983249597,9.836,9.838,9.74,0.78,0.768,0.528,0.886,0.996,0.932,0.992,1.0,0.938,0.582,0.692,0.272
1073,9.432237089796795,9.54108151472318,9.468330290369904,9.838,9.866,9.746,0.78,0.782,0.56,0.886,1.0,0.916,0.992,1.0,0.956,0.58,0.712,0.232
1074,9.516824412345724,9.498018750271553,9.398755659515674,9.838,9.856,9.774,0.772,0.784,0.576,0.886,0.998,0.91,0.992,1.0,0.962,0.58,0.704,0.226
1075,9.5145022191719,9.58863680753537,9.36638364035509,9.82,9.814,9.742,0.746,0.742,0.522,0.886,0.998,0.914,0.992,1.0,0.952,0.584,0.7,0.214
1076,9.406765246154402,9.544481673640366,9.495201594390693,9.838,9.826,9.762,0.756,0.744,0.54,0.886,0.996,0.906,0.992,1.0,0.948,0.584,0.688,0.246
1077,9.486056745262244,9.626915094528687,9.503009579407347,9.836,9.828,9.822,0.772,0.768,0.52,0.886,0.996,0.922,0.992,1.0,0.954,0.584,0.684,0.22
1078,9.506860592713673,9.520562049694636,9.413611828107223,9.8,9.832,9.746,0.768,0.734,0.552,0.886,0.998,0.924,0.992,1.0,0.944,0.584,0.666,0.242
1079,9.493452854525454,9.53185406487695,9.354554601920128,9.836,9.846,9.752,0.76,0.796,0.53,0.886,1.0,0.902,0.992,1.0,0.946,0.584,0.694,0.228
1080,9.446738690783041,9.551247326822747,9.43673855375098,9.842,9.838,9.758,0.794,0.772,0.504,0.886,0.998,0.922,0.992,1.0,0.948,0.584,0.694,0.24
1081,9.457225417073046,9.532790993490758,9.478310346769675,9.826,9.838,9.722,0.76,0.766,0.526,0.886,0.992,0.936,0.992,1.0,0.948,0.584,0.702,0.272
1082,9.444283718983694,9.526899649828367,9.446442918348614,9.844,9.856,9.752,0.802,0.766,0.542,0.886,0.996,0.924,0.992,1.0,0.948,0.584,0.702,0.222
1083,9.523228404554597,9.56738380450644,9.494262413711429,9.858,9.816,9.772,0.788,0.75,0.552,0.886,0.998,0.918,0.992,0.998,0.952,0.584,0.71,0.23
1084,9.542433660208433,9.692106760483181,9.462530104061333,9.86,9.802,9.752,0.792,0.74,0.514,0.886,0.996,0.928,0.992,1.0,0.946,0.584,0.718,0.238
1085,9.482992360118248,9.531606337196328,9.467205553731306,9.85,9.812,9.72,0.788,0.754,0.522,0.886,1.0,0.906,0.992,1.0,0.948,0.584,0.7,0.236
1086,9.387960873932274,9.501261365570894,9.450058241111433,9.812,9.836,9.796,0.746,0.766,0.538,0.886,1.0,0.92,0.992,0.998,0.962,0.584,0.706,0.226
1087,9.381522340952172,9.588262706138202,9.471839452041877,9.788,9.838,9.782,0.73,0.776,0.582,0.886,1.0,0.914,0.992,0.998,0.964,0.584,0.704,0.246
1088,9.584523690289743,9.474361919144208,9.340422531681487,9.836,9.834,9.776,0.78,0.762,0.534,0.886,1.0,0.914,0.992,1.0,0.944,0.584,0.68,0.266
1089,9.42945091655926,9.572831990887977,9.375478067124083,9.828,9.814,9.656,0.77,0.752,0.52,0.886,0.998,0.924,0.992,0.998,0.952,0.586,0.692,0.212
1090,9.49026481984012,9.488085219258101,9.48041693632975,9.846,9.83,9.828,0.756,0.75,0.534,0.886,0.998,0.934,0.992,0.998,0.96,0.586,0.698,0.254
1091,9.500081931472351,9.69774950368175,9.381002598525662,9.802,9.854,9.724,0.758,0.782,0.496,0.886,1.0,0.91,0.992,0.998,0.938,0.588,0.708,0.208
1092,9.450163271013038,9.574335655503285,9.407405670027433,9.854,9.814,9.76,0.804,0.744,0.552,0.886,0.998,0.914,0.992,0.998,0.944,0.586,0.692,0.246
1093,9.528683265687956,9.48612663936101,9.348714825343016,9.828,9.82,9.75,0.766,0.77,0.518,0.886,0.998,0.894,0.992,0.998,0.948,0.586,0.672,0.248
1094,9.504973969214703,9.55177501774416,9.433054231750837,9.84,9.836,9.758,0.778,0.78,0.554,0.886,0.996,0.92,0.992,1.0,0.954,0.586,0.674,0.246
1095,9.387020556165174,9.550200533284139,9.362429326012807,9.814,9.836,9.77,0.732,0.736,0.556,0.886,0.998,0.896,0.992,1.0,0.962,0.582,0.668,0.286
1096,9.504793578262825,9.526626049293652,9.543773499896558,9.81,9.846,9.748,0.768,0.76,0.534,0.886,0.994,0.916,0.992,1.0,0.958,0.586,0.678,0.254
1097,9.383464242838867,9.575048249420533,9.409248683530734,9.816,9.83,9.768,0.764,0.756,0.484,0.886,0.994,0.92,0.992,1.0,0.964,0.586,0.684,0.232
1098,9.457481285441816,9.551819959826947,9.466712791335892,9.836,9.818,9.782,0.764,0.758,0.488,0.886,0.998,0.92,0.992,0.998,0.968,0.586,0.704,0.188
1099,9.504636595323698,9.536163616508817,9.472433252061597,9.808,9.834,9.816,0.758,0.748,0.55,0.886,0.996,0.914,0.992,1.0,0.962,0.584,0.7,0.248
1100,9.44799252657571,9.600733174650237,9.499585334344065,9.838,9.862,9.786,0.772,0.796,0.558,0.886,0.996,0.928,0.992,1.0,0.956,0.584,0.72,0.222
1101,9.56421847075339,9.529152999867224,9.436247437158196,9.836,9.824,9.786,0.756,0.766,0.542,0.886,0.996,0.924,0.992,0.998,0.96,0.584,0.72,0.27
1102,9.521514959052894,9.479322973470826,9.514238204018744,9.82,9.846,9.764,0.768,0.786,0.57,0.886,0.996,0.91,0.992,0.998,0.95,0.584,0.72,0.222
1103,9.502545550399898,9.514709532251258,9.42943344343226,9.824,9.818,9.728,0.76,0.746,0.492,0.886,1.0,0.918,0.992,0.998,0.938,0.584,0.702,0.236
1104,9.476798136907796,9.567700927887355,9.432118851829275,9.85,9.812,9.738,0.786,0.756,0.544,0.886,0.996,0.938,0.992,0.996,0.946,0.584,0.696,0.248
1105,9.404952272372608,9.504505577381263,9.465568818979648,9.806,9.8,9.78,0.766,0.744,0.54,0.886,0.998,0.934,0.992,0.996,0.952,0.584,0.694,0.22
1106,9.445211006380196,9.561194511670015,9.435837419699391,9.836,9.842,9.786,0.776,0.782,0.524,0.886,0.998,0.942,0.992,1.0,0.962,0.584,0.72,0.258
1107,9.419567897527461,9.552249653439405,9.447641361706486,9.824,9.846,9.806,0.77,0.802,0.552,0.886,0.994,0.926,0.992,1.0,0.962,0.582,0.706,0.258
1108,9.482670470902734,9.58447468801323,9.436742113376127,9.806,9.824,9.75,0.768,0.77,0.55,0.886,0.994,0.93,0.992,1.0,0.958,0.582,0.702,0.246
1109,9.440741451999061,9.562353558240844,9.531739092033924,9.852,9.818,9.756,0.778,0.75,0.552,0.886,0.998,0.926,0.992,1.0,0.95,0.582,0.69,0.222
1110,9.46989120116919,9.435490935081619,9.42104783737372,9.848,9.792,9.76,0.776,0.732,0.538,0.886,0.998,0.932,0.992,1.0,0.968,0.584,0.688,0.24
1111,9.461046154493161,9.52635460430147,9.519936427715441,9.852,9.87,9.782,0.778,0.8,0.504,0.886,0.998,0.922,0.992,1.0,0.962,0.584,0.682,0.216
1112,9.426731005611773,9.567450245820051,9.418954425267142,9.826,9.824,9.776,0.766,0.786,0.534,0.886,0.998,0.932,0.992,1.0,0.962,0.584,0.692,0.224
1113,9.455795288833896,9.543647779178455,9.383299450464653,9.804,9.802,9.764,0.744,0.742,0.566,0.886,1.0,0.932,0.992,0.998,0.958,0.584,0.678,0.22
1114,9.54094183593449,9.609098210298903,9.542621035784927,9.868,9.836,9.8,0.776,0.768,0.556,0.886,1.0,0.916,0.992,1.0,0.954,0.584,0.672,0.27
1115,9.546066277097149,9.499598829428683,9.415748247285512,9.85,9.862,9.75,0.782,0.798,0.538,0.886,0.998,0.932,0.992,1.0,0.942,0.584,0.684,0.186
1116,9.46537012908739,9.544017307376155,9.338006230119547,9.85,9.848,9.816,0.782,0.744,0.54,0.886,0.998,0.93,0.992,1.0,0.952,0.584,0.668,0.224
1117,9.465959550149071,9.510498408071276,9.46996641473439,9.828,9.838,9.778,0.75,0.78,0.56,0.886,0.998,0.914,0.992,0.998,0.944,0.584,0.686,0.224
1118,9.455774184058749,9.566600496926135,9.32062532682635,9.828,9.846,9.78,0.764,0.758,0.542,0.886,0.996,0.906,0.992,1.0,0.96,0.584,0.694,0.254
1119,9.436740774783042,9.548528628500712,9.402691865539838,9.868,9.872,9.774,0.822,0.822,0.556,0.884,1.0,0.934,0.992,1.0,0.948,0.582,0.682,0.274
1120,9.650095376005519,9.508123386370555,9.434862235728344,9.854,9.838,9.796,0.81,0.764,0.516,0.884,0.998,0.908,0.992,1.0,0.96,0.584,0.672,0.23
1121,9.406039972561484,9.495355275015775,9.425099241388839,9.83,9.832,9.794,0.766,0.752,0.546,0.884,0.998,0.922,0.992,0.998,0.966,0.584,0.66,0.256
1122,9.455985494246075,9.540221320158286,9.462349802849577,9.814,9.864,9.818,0.764,0.796,0.548,0.884,1.0,0.926,0.992,1.0,0.972,0.584,0.666,0.248
1123,9.505031630301946,9.635137721147663,9.447047433290658,9.83,9.846,9.792,0.782,0.772,0.556,0.886,0.998,0.936,0.992,1.0,0.972,0.588,0.666,0.238
1124,9.455628142708173,9.53186929143538,9.539147796033221,9.832,9.826,9.74,0.772,0.75,0.526,0.886,1.0,0.938,0.992,1.0,0.962,0.588,0.674,0.228
1125,9.409217523846333,9.640099814862555,9.461181540438213,9.806,9.802,9.714,0.774,0.74,0.55,0.886,1.0,0.934,0.992,1.0,0.942,0.588,0.694,0.268
1126,9.478642347859758,9.502134615348888,9.449110851534885,9.838,9.842,9.794,0.782,0.772,0.512,0.886,0.996,0.914,0.992,1.0,0.96,0.588,0.698,0.196
1127,9.43550510534554,9.605465577780548,9.467934446457795,9.826,9.872,9.78,0.776,0.796,0.522,0.886,1.0,0.922,0.992,1.0,0.956,0.586,0.688,0.234
1128,9.510353448901363,9.489734004633819,9.391132742933122,9.826,9.786,9.76,0.772,0.736,0.516,0.886,0.998,0.914,0.992,1.0,0.952,0.586,0.7,0.226
1129,9.530913707104695,9.605844299178196,9.410324301756194,9.8,9.818,9.8,0.744,0.766,0.532,0.886,0.998,0.912,0.992,1.0,0.968,0.586,0.702,0.258
1130,9.426771191095385,9.58343840134342,9.38877482255006,9.818,9.86,9.74,0.754,0.798,0.508,0.886,0.998,0.916,0.992,1.0,0.958,0.588,0.708,0.248
1131,9.505063855608972,9.50680835648356,9.461666231290806,9.83,9.828,9.786,0.75,0.77,0.536,0.886,0.996,0.91,0.992,1.0,0.97,0.588,0.7,0.226
1132,9.510670400826305,9.52826868303828,9.449446915857603,9.82,9.838,9.776,0.768,0.782,0.552,0.886,0.994,0.918,0.992,0.998,0.956,0.588,0.68,0.23
1133,9.383535335736175,9.489703903161994,9.463289981927584,9.822,9.808,9.748,0.79,0.726,0.53,0.886,0.998,0.924,0.992,1.0,0.932,0.588,0.686,0.278
1134,9.469049131927711,9.574927129947984,9.416379446678402,9.796,9.836,9.726,0.748,0.77,0.574,0.886,1.0,0.928,0.992,0.998,0.94,0.588,0.698,0.236
1135,9.388525514140214,9.492958048992755,9.388820294793744,9.794,9.864,9.774,0.738,0.796,0.534,0.886,1.0,0.932,0.992,1.0,0.952,0.588,0.712,0.244
1136,9.434961262055749,9.50429574740783,9.425418631651722,9.834,9.826,9.752,0.786,0.762,0.536,0.886,1.0,0.922,0.992,1.0,0.944,0.588,0.716,0.24
1137,9.491293613450964,9.554048762878187,9.473905212366875,9.824,9.852,9.76,0.776,0.766,0.562,0.886,1.0,0.924,0.992,1.0,0.956,0.588,0.684,0.214
1138,9.449422860254865,9.561911437158448,9.349054781655642,9.834,9.834,9.812,0.782,0.78,0.59,0.886,1.0,0.91,0.992,0.998,0.958,0.588,0.688,0.248
1139,9.450784615684048,9.58918274912243,9.472788473707636,9.864,9.86,9.732,0.792,0.78,0.548,0.886,0.998,0.926,0.992,1.0,0.946,0.588,0.684,0.234
1140,9.447087082174093,9.516815103984753,9.340326992177173,9.818,9.836,9.794,0.78,0.782,0.572,0.886,0.998,0.916,0.992,1.0,0.952,0.588,0.684,0.256
1141,9.505507610355533,9.54071109041079,9.454236369796659,9.828,9.828,9.742,0.77,0.776,0.516,0.886,1.0,0.92,0.992,0.998,0.948,0.588,0.678,0.202
1142,9.468230933863406,9.563532104879721,9.558788968165196,9.794,9.804,9.728,0.742,0.748,0.592,0.886,1.0,0.93,0.992,0.998,0.952,0.588,0.696,0.25
1143,9.51289155893485,9.597403284648635,9.320625347175103,9.846,9.846,9.726,0.786,0.758,0.54,0.886,0.998,0.926,0.992,1.0,0.954,0.588,0.704,0.268
1144,9.38779525804918,9.596723146360246,9.395307179790969,9.856,9.844,9.748,0.778,0.774,0.532,0.886,1.0,0.932,0.992,1.0,0.95,0.588,0.706,0.218
1145,9.456956605949888,9.555317157884582,9.46423424252718,9.816,9.82,9.8,0.756,0.76,0.576,0.886,0.998,0.936,0.992,1.0,0.962,0.588,0.702,0.238
1146,9.429217367780328,9.615038459327279,9.443754584024578,9.814,9.836,9.766,0.758,0.768,0.536,0.886,0.998,0.944,0.992,1.0,0.948,0.588,0.684,0.248
1147,9.432276015952748,9.509537980592057,9.377860661862329,9.828,9.812,9.752,0.766,0.75,0.54,0.886,0.994,0.908,0.992,0.998,0.956,0.586,0.692,0.234
1148,9.49856640947518,9.536652022012476,9.431539459458444,9.86,9.802,9.722,0.792,0.77,0.544,0.886,1.0,0.936,0.992,0.998,0.94,0.586,0.704,0.238
1149,9.471943921900357,9.61140013429485,9.37014063105821,9.814,9.852,9.748,0.744,0.796,0.558,0.886,1.0,0.92,0.992,1.0,0.952,0.586,0.712,0.23
1150,9.465377305921763,9.527771087567643,9.487120597417862,9.844,9.858,9.792,0.784,0.79,0.518,0.886,1.0,0.934,0.992,1.0,0.96,0.586,0.712,0.206
1151,9.439001165219311,9.500718934454103,9.502796875105517,9.84,9.838,9.704,0.776,0.764,0.51,0.886,1.0,0.948,0.992,1.0,0.938,0.586,0.696,0.238
1152,9.441673012693832,9.461214402933344,9.534463439165485,9.836,9.836,9.776,0.776,0.794,0.54,0.886,0.998,0.918,0.992,1.0,0.954,0.588,0.694,0.258
1153,9.476254301523367,9.489685635805671,9.432993354830431,9.838,9.83,9.78,0.81,0.78,0.498,0.886,1.0,0.936,0.992,1.0,0.964,0.588,0.688,0.24
1154,9.42473948621722,9.581141955159987,9.51142170726287,9.858,9.832,9.762,0.782,0.786,0.53,0.886,1.0,0.924,0.992,1.0,0.964,0.588,0.674,0.23
1155,9.547359318960554,9.582097639492005,9.496570122903263,9.858,9.83,9.788,0.788,0.79,0.536,0.886,0.996,0.91,0.992,1.0,0.966,0.588,0.694,0.244
1156,9.469613117091608,9.530864136348741,9.479794492686429,9.832,9.844,9.77,0.784,0.738,0.546,0.886,1.0,0.904,0.992,1.0,0.954,0.588,0.692,0.228
1157,9.519880438174123,9.571640813719695,9.436006212236286,9.822,9.794,9.748,0.778,0.724,0.536,0.886,1.0,0.93,0.992,0.996,0.958,0.588,0.708,0.242
1158,9.421568353533546,9.558003278610983,9.440231889669429,9.788,9.858,9.808,0.722,0.766,0.526,0.886,1.0,0.904,0.992,1.0,0.966,0.588,0.692,0.226
1159,9.438321854451642,9.551216012795471,9.463813878710042,9.856,9.846,9.782,0.798,0.77,0.564,0.886,0.998,0.924,0.992,1.0,0.968,0.588,0.694,0.264
1160,9.520677738611932,9.571588755572353,9.510214784392856,9.832,9.808,9.774,0.782,0.754,0.554,0.886,0.998,0.924,0.992,1.0,0.968,0.588,0.686,0.228
1161,9.566820540877519,9.57069749870909,9.484238131426531,9.86,9.85,9.782,0.804,0.784,0.54,0.886,0.998,0.942,0.992,1.0,0.958,0.586,0.67,0.244
1162,9.462896891062966,9.513544376252561,9.535781942619707,9.82,9.854,9.738,0.764,0.77,0.516,0.886,0.998,0.948,0.992,1.0,0.944,0.586,0.672,0.254
1163,9.536651304147295,9.643706306029934,9.426070634398137,9.814,9.866,9.724,0.74,0.778,0.516,0.886,0.996,0.932,0.992,0.998,0.942,0.586,0.676,0.266
1164,9.521899755977245,9.566660200203705,9.36223577707021,9.834,9.842,9.732,0.782,0.756,0.552,0.886,0.992,0.918,0.992,0.998,0.946,0.588,0.682,0.238
1165,9.478762207533592,9.53410921587654,9.374232030772463,9.842,9.838,9.78,0.776,0.77,0.528,0.886,0.996,0.906,0.992,0.998,0.958,0.588,0.682,0.234
1166,9.396788159292361,9.528577031948007,9.423513698708978,9.838,9.848,9.772,0.768,0.768,0.576,0.886,0.994,0.91,0.992,0.998,0.964,0.588,0.68,0.254
1167,9.562228688951445,9.554223204266718,9.476179331251682,9.836,9.82,9.738,0.776,0.77,0.582,0.886,0.994,0.916,0.992,1.0,0.952,0.588,0.698,0.238
1168,9.499023666052995,9.492883077787093,9.52667412303404,9.826,9.82,9.8,0.788,0.758,0.526,0.886,0.996,0.914,0.992,1.0,0.972,0.588,0.702,0.212
1169,9.483246726271142,9.564144883219221,9.436977765667287,9.822,9.85,9.812,0.778,0.776,0.554,0.886,0.996,0.906,0.992,1.0,0.964,0.588,0.686,0.27
1170,9.611274075993187,9.551541688414703,9.455719344311731,9.81,9.816,9.792,0.766,0.748,0.542,0.886,0.992,0.942,0.992,1.0,0.964,0.588,0.666,0.242
1171,9.403364097813364,9.634292422716573,9.574472746059863,9.834,9.842,9.796,0.778,0.77,0.524,0.886,0.998,0.944,0.992,1.0,0.96,0.588,0.68,0.258
1172,9.462077885310702,9.566140992049254,9.447181485097431,9.816,9.836,9.716,0.752,0.778,0.558,0.886,0.996,0.924,0.992,0.996,0.956,0.588,0.69,0.23
1173,9.421363276729304,9.564920966634027,9.432065192212207,9.858,9.826,9.772,0.784,0.752,0.502,0.886,0.998,0.922,0.992,0.998,0.954,0.59,0.684,0.248
1174,9.522160314231744,9.516114583908339,9.442620161684927,9.828,9.842,9.786,0.768,0.762,0.548,0.886,0.994,0.93,0.992,1.0,0.956,0.59,0.7,0.252
1175,9.50290261436653,9.503201829250374,9.495246665558543,9.836,9.856,9.766,0.762,0.788,0.524,0.886,0.996,0.918,0.992,0.996,0.964,0.588,0.72,0.23
1176,9.529880251483357,9.583971431007653,9.48987491315696,9.834,9.794,9.692,0.78,0.744,0.538,0.886,0.996,0.928,0.992,0.996,0.92,0.588,0.712,0.232
1177,9.56307017902001,9.560324366323162,9.500799469953398,9.84,9.838,9.746,0.794,0.756,0.552,0.886,0.998,0.932,0.992,0.998,0.948,0.586,0.682,0.242
1178,9.526887668537917,9.510429026568982,9.363820439347908,9.842,9.838,9.7,0.788,0.77,0.508,0.886,0.994,0.936,0.992,0.998,0.928,0.586,0.69,0.246
1179,9.530317973067634,9.563766461234861,9.579715095026438,9.862,9.83,9.754,0.812,0.774,0.546,0.886,0.998,0.946,0.992,1.0,0.952,0.586,0.694,0.222
1180,9.48632437169994,9.579753810044162,9.532709054810075,9.864,9.886,9.768,0.818,0.794,0.572,0.886,0.996,0.928,0.992,1.0,0.936,0.588,0.688,0.242
1181,9.313569815334805,9.566752787932703,9.440399247292998,9.812,9.848,9.762,0.77,0.762,0.524,0.886,1.0,0.92,0.992,1.0,0.954,0.588,0.706,0.252
1182,9.447255353223804,9.663081925421826,9.36256990397713,9.84,9.84,9.756,0.774,0.762,0.552,0.886,0.992,0.942,0.992,1.0,0.96,0.588,0.692,0.236
1183,9.503105685385163,9.565364040803527,9.511666998096048,9.832,9.806,9.812,0.776,0.748,0.556,0.886,0.992,0.93,0.992,0.998,0.966,0.588,0.682,0.238
1184,9.454333442622056,9.522718622754894,9.431349003043518,9.846,9.844,9.754,0.786,0.784,0.512,0.886,0.996,0.922,0.992,0.998,0.95,0.588,0.706,0.228
1185,9.45254570558489,9.547607169292725,9.395036527045455,9.85,9.828,9.752,0.772,0.768,0.544,0.886,0.992,0.916,0.992,1.0,0.96,0.588,0.72,0.268
1186,9.470937576243058,9.554267216944062,9.438625413144505,9.834,9.846,9.806,0.756,0.774,0.518,0.886,0.992,0.922,0.992,1.0,0.958,0.588,0.716,0.218
1187,9.450733172367732,9.547148706402549,9.519672408785626,9.834,9.844,9.75,0.778,0.766,0.558,0.886,1.0,0.914,0.992,1.0,0.948,0.588,0.7,0.278
1188,9.45349695837777,9.557382677885979,9.52438370317769,9.814,9.832,9.752,0.76,0.75,0.558,0.886,1.0,0.924,0.992,1.0,0.952,0.588,0.708,0.244
1189,9.487549984094958,9.59416226806305,9.414601753630802,9.83,9.834,9.774,0.778,0.778,0.542,0.886,1.0,0.922,0.992,1.0,0.964,0.588,0.702,0.218
1190,9.476328654690908,9.543749452833197,9.392690141280443,9.818,9.862,9.792,0.752,0.778,0.56,0.886,0.998,0.928,0.992,1.0,0.95,0.588,0.69,0.25
1191,9.470418214664123,9.628811901040555,9.398807499872863,9.824,9.82,9.744,0.772,0.746,0.532,0.886,1.0,0.892,0.992,1.0,0.946,0.588,0.706,0.236
1192,9.4583887915509,9.458375684486755,9.390576529823628,9.83,9.838,9.73,0.78,0.752,0.546,0.886,0.998,0.922,0.992,1.0,0.966,0.588,0.704,0.266
1193,9.464758216343752,9.515680082735269,9.482363159133849,9.814,9.852,9.754,0.762,0.772,0.516,0.886,0.998,0.94,0.992,1.0,0.962,0.588,0.704,0.23
1194,9.410958654127079,9.63924498157636,9.450204433617012,9.818,9.822,9.81,0.752,0.754,0.546,0.886,0.992,0.944,0.992,1.0,0.964,0.588,0.704,0.228
1195,9.52278420350599,9.560774047465419,9.505662545990889,9.852,9.832,9.776,0.79,0.758,0.524,0.886,0.996,0.928,0.992,0.998,0.964,0.588,0.716,0.242
1196,9.489958623973607,9.563051296600053,9.473827338104504,9.88,9.862,9.746,0.806,0.792,0.556,0.886,0.996,0.93,0.992,1.0,0.962,0.588,0.71,0.248
1197,9.431849997543969,9.544756911755726,9.459330122205412,9.844,9.832,9.796,0.79,0.774,0.534,0.886,0.994,0.936,0.992,0.998,0.968,0.588,0.706,0.202
1198,9.425091995061518,9.503152258668678,9.498708795992707,9.828,9.848,9.814,0.786,0.77,0.562,0.886,0.998,0.94,0.992,1.0,0.96,0.588,0.708,0.214
1199,9.50278785223118,9.528113812422815,9.3564881023043,9.806,9.85,9.772,0.782,0.776,0.532,0.886,0.998,0.918,0.992,1.0,0.956,0.59,0.704,0.242
1200,9.500597041228412,9.5853013377066,9.406509658385742,9.782,9.822,9.818,0.72,0.76,0.576,0.886,0.996,0.924,0.992,1.0,0.96,0.59,0.698,0.266
1201,9.402307126405235,9.616141136098316,9.455800286457013,9.816,9.834,9.774,0.754,0.792,0.59,0.886,0.996,0.928,0.992,1.0,0.964,0.588,0.712,0.242
1202,9.444124368576144,9.574098395386809,9.394669195928417,9.864,9.818,9.776,0.798,0.77,0.564,0.886,0.994,0.914,0.992,1.0,0.942,0.588,0.708,0.25
1203,9.409702352152374,9.59795058348103,9.471201229498359,9.842,9.832,9.782,0.798,0.752,0.552,0.886,0.998,0.93,0.992,1.0,0.948,0.588,0.698,0.244
1204,9.465311186437097,9.55318197710919,9.543641976931841,9.848,9.86,9.744,0.786,0.784,0.564,0.886,0.996,0.924,0.992,1.0,0.956,0.588,0.708,0.264
1205,9.438664152352326,9.510714685769875,9.458144421916717,9.838,9.866,9.748,0.78,0.792,0.546,0.886,0.992,0.934,0.992,0.998,0.964,0.588,0.706,0.222
1206,9.543507611165383,9.57309750332673,9.513277263227845,9.814,9.864,9.746,0.778,0.81,0.532,0.886,0.994,0.924,0.992,1.0,0.956,0.588,0.71,0.23
1207,9.434657720909595,9.495771181288987,9.490116322907857,9.828,9.82,9.756,0.798,0.762,0.57,0.886,1.0,0.934,0.992,1.0,0.956,0.588,0.728,0.214
1208,9.48778682671047,9.565716820622603,9.45188024623222,9.856,9.832,9.806,0.788,0.774,0.51,0.886,0.998,0.932,0.992,1.0,0.962,0.588,0.728,0.238
1209,9.456262194536748,9.573089008843844,9.38712257470117,9.836,9.856,9.774,0.798,0.764,0.55,0.886,0.996,0.918,0.992,0.998,0.96,0.588,0.696,0.228
1210,9.501437052943675,9.594959343854068,9.419128524951912,9.826,9.838,9.78,0.768,0.74,0.57,0.886,0.994,0.89,0.992,1.0,0.964,0.588,0.678,0.276
1211,9.538067185414222,9.520148879400127,9.571552135524145,9.842,9.812,9.764,0.784,0.754,0.556,0.886,0.996,0.936,0.992,1.0,0.96,0.588,0.684,0.264
1212,9.4476898136395,9.613051776076299,9.491302118083317,9.846,9.8,9.776,0.778,0.754,0.528,0.886,0.996,0.92,0.992,1.0,0.964,0.588,0.704,0.222
1213,9.52573408531534,9.432783027735567,9.524233454693457,9.846,9.83,9.788,0.79,0.754,0.504,0.886,0.994,0.934,0.992,1.0,0.968,0.588,0.69,0.214
1214,9.519196717793985,9.569294804322222,9.490644672838057,9.798,9.85,9.762,0.74,0.79,0.57,0.886,0.996,0.932,0.992,1.0,0.958,0.588,0.704,0.28
1215,9.396216230195867,9.589610285917647,9.450341811677118,9.824,9.84,9.772,0.774,0.77,0.532,0.886,0.996,0.91,0.992,1.0,0.958,0.588,0.686,0.254
1216,9.388868360193126,9.601892020040141,9.401910645348897,9.83,9.82,9.794,0.782,0.768,0.56,0.886,0.996,0.912,0.992,0.998,0.958,0.588,0.684,0.27
1217,9.481897769335363,9.501067149715537,9.397704653544604,9.834,9.848,9.78,0.762,0.764,0.558,0.886,0.996,0.926,0.992,1.0,0.956,0.588,0.67,0.254
1218,9.461622652265875,9.59851340154616,9.52196046853048,9.874,9.862,9.824,0.788,0.786,0.548,0.886,0.994,0.932,0.992,1.0,0.964,0.588,0.666,0.238
1219,9.483323090013162,9.52611486062067,9.437915239873622,9.786,9.822,9.76,0.728,0.774,0.554,0.886,0.998,0.918,0.992,1.0,0.964,0.588,0.696,0.274
1220,9.419647664093299,9.596667614536745,9.43855654199221,9.814,9.822,9.758,0.754,0.76,0.52,0.886,1.0,0.916,0.992,0.996,0.944,0.588,0.674,0.206
1221,9.418502117529716,9.535093236105437,9.50853052056401,9.872,9.822,9.794,0.796,0.764,0.572,0.886,0.998,0.922,0.992,1.0,0.954,0.588,0.7,0.252
1222,9.4610962345253,9.606458609781619,9.495720941406002,9.864,9.834,9.754,0.798,0.772,0.53,0.886,0.998,0.916,0.992,1.0,0.968,0.588,0.712,0.264
1223,9.534794694202782,9.578137707886816,9.475529764170433,9.834,9.822,9.788,0.768,0.748,0.57,0.886,1.0,0.93,0.992,1.0,0.96,0.588,0.71,0.246
1224,9.398346260076945,9.550533045903874,9.451063742369142,9.792,9.808,9.778,0.732,0.754,0.534,0.886,0.998,0.926,0.992,1.0,0.962,0.588,0.69,0.25
1225,9.486460726131789,9.599446168814287,9.413163348142904,9.848,9.812,9.766,0.778,0.716,0.518,0.886,0.996,0.93,0.992,1.0,0.972,0.588,0.694,0.252
1226,9.515889573227753,9.628195966664327,9.505375356431921,9.83,9.81,9.762,0.772,0.762,0.498,0.886,1.0,0.928,0.992,1.0,0.95,0.588,0.706,0.222
1227,9.563684801546147,9.559454927349906,9.473832496600481,9.838,9.82,9.824,0.762,0.744,0.54,0.886,0.998,0.934,0.992,1.0,0.978,0.588,0.692,0.242
1228,9.493006885362764,9.571238764389221,9.469627375185873,9.84,9.836,9.808,0.774,0.762,0.574,0.886,0.998,0.934,0.992,1.0,0.958,0.588,0.698,0.252
