Step,Normal_Reward_Tau_0.1,Normal_Reward_Tau_1,Normal_Reward_Tau_5,Binomial_Reward_Tau_0.1,Binomial_Reward_Tau_1,Binomial_Reward_Tau_5,Bernoulli_Reward_Tau_0.1,Bernoulli_Reward_Tau_1,Bernoulli_Reward_Tau_5,Normal_Opt_Tau_0.1,Normal_Opt_Tau_1,Normal_Opt_Tau_5,Binomial_Opt_Tau_0.1,Binomial_Opt_Tau_1,Binomial_Opt_Tau_5,Bernoulli_Opt_Tau_0.1,Bernoulli_Opt_Tau_1,Bernoulli_Opt_Tau_5
1067,5.518993585974954,8.557238586822757,7.104813738302674,5.72,8.418,6.36,0.942,0.622,0.546,0.09,0.382,0.212,0.112,0.408,0.186,0.402,0.15,0.104
1068,5.56848927067346,8.660898604865446,6.9826417905186045,5.792,8.352,6.498,0.922,0.588,0.518,0.09,0.396,0.198,0.112,0.406,0.202,0.386,0.158,0.11
1069,5.5716090468690815,8.678264199329378,7.1272105327767274,5.82,8.488,6.33,0.934,0.602,0.518,0.09,0.412,0.23,0.112,0.416,0.168,0.388,0.146,0.11
1070,5.621606571184629,8.668072934704224,6.902799107277312,5.864,8.398,6.494,0.93,0.606,0.536,0.09,0.412,0.206,0.112,0.41,0.184,0.392,0.172,0.116
1071,5.616624805592933,8.600326884857445,6.758434964332841,5.714,8.444,6.538,0.94,0.64,0.478,0.09,0.402,0.166,0.112,0.406,0.18,0.4,0.162,0.114
1072,5.536575643615109,8.643361642701766,6.793994130892808,5.822,8.366,6.63,0.914,0.584,0.522,0.09,0.418,0.206,0.112,0.408,0.174,0.394,0.138,0.098
1073,5.541384827247308,8.546217542817335,6.787008080375332,5.784,8.332,6.622,0.898,0.62,0.538,0.09,0.4,0.192,0.112,0.41,0.188,0.408,0.158,0.096
1074,5.6281036927893355,8.545558048906143,7.006228344857631,5.896,8.414,6.436,0.924,0.644,0.526,0.09,0.394,0.19,0.112,0.406,0.192,0.402,0.146,0.094
1075,5.628402852387527,8.64611249352875,6.962070964863423,5.804,8.416,6.46,0.918,0.594,0.538,0.09,0.39,0.192,0.112,0.398,0.188,0.404,0.172,0.128
1076,5.550373117570534,8.662486466275924,6.906561610023615,5.828,8.354,6.612,0.918,0.634,0.534,0.09,0.396,0.19,0.112,0.388,0.178,0.408,0.144,0.104
1077,5.586706826136252,8.621268563954386,7.060083380827121,5.776,8.264,6.426,0.926,0.598,0.544,0.09,0.412,0.218,0.112,0.396,0.192,0.396,0.148,0.094
1078,5.591192580081841,8.616120307481564,7.040886015647431,5.838,8.36,6.618,0.92,0.582,0.53,0.09,0.402,0.176,0.112,0.412,0.18,0.4,0.138,0.11
1079,5.552570775157639,8.622750485473166,6.931463479824774,5.798,8.4,6.332,0.93,0.628,0.524,0.09,0.402,0.164,0.112,0.392,0.186,0.4,0.154,0.106
1080,5.595947010756664,8.579676145901635,6.955432515479646,5.844,8.324,6.39,0.932,0.578,0.506,0.09,0.398,0.216,0.112,0.388,0.17,0.404,0.154,0.114
1081,5.553732135421245,8.688699936546426,6.813985725646974,5.854,8.352,6.496,0.9,0.612,0.524,0.09,0.396,0.21,0.112,0.39,0.162,0.4,0.152,0.1
1082,5.561821506605844,8.604895605720593,6.87436825192617,5.834,8.218,6.346,0.918,0.594,0.542,0.09,0.404,0.18,0.112,0.422,0.172,0.414,0.112,0.094
1083,5.521457045141755,8.518494867587766,6.951643493998982,5.754,8.422,6.39,0.934,0.626,0.542,0.09,0.394,0.194,0.112,0.408,0.17,0.394,0.144,0.098
1084,5.624970250907082,8.637292166749885,7.014424584249404,5.84,8.276,6.478,0.928,0.596,0.544,0.09,0.396,0.196,0.112,0.406,0.168,0.396,0.144,0.126
1085,5.626818390914273,8.614734697783188,6.998745999728934,5.836,8.336,6.32,0.93,0.606,0.542,0.09,0.376,0.174,0.112,0.394,0.16,0.404,0.156,0.088
1086,5.6213811689414745,8.635672807579704,7.025442450125116,5.804,8.346,6.498,0.918,0.592,0.546,0.09,0.404,0.204,0.112,0.408,0.162,0.41,0.128,0.118
1087,5.547991897920639,8.69137781191935,7.023944945365007,5.752,8.388,6.412,0.92,0.64,0.544,0.09,0.392,0.174,0.112,0.398,0.176,0.396,0.14,0.124
1088,5.5849671786067105,8.687147858190302,6.972833431701973,5.856,8.288,6.428,0.918,0.63,0.524,0.09,0.41,0.2,0.112,0.4,0.206,0.404,0.174,0.102
1089,5.550540902153748,8.57915434014503,6.9187483598821915,5.844,8.436,6.544,0.934,0.624,0.534,0.09,0.392,0.188,0.112,0.42,0.174,0.408,0.156,0.122
1090,5.5046061668065835,8.614608647405694,6.918152929756208,5.912,8.322,6.56,0.92,0.64,0.544,0.09,0.418,0.192,0.112,0.4,0.186,0.404,0.16,0.106
1091,5.652329592484499,8.541399373648435,6.947799141275541,5.756,8.34,6.526,0.918,0.58,0.514,0.09,0.388,0.146,0.112,0.396,0.188,0.404,0.138,0.116
1092,5.59266161652769,8.55800398634327,7.073032467863774,5.86,8.372,6.466,0.918,0.642,0.502,0.09,0.394,0.176,0.112,0.408,0.182,0.392,0.16,0.088
1093,5.620555776461758,8.659303594201228,6.8619631770829885,5.818,8.366,6.72,0.928,0.62,0.502,0.09,0.388,0.172,0.112,0.384,0.238,0.4,0.164,0.1
1094,5.493964967760839,8.603999096779802,7.146462253110185,5.8,8.44,6.588,0.936,0.64,0.53,0.09,0.4,0.186,0.112,0.418,0.176,0.394,0.154,0.142
1095,5.57440971194866,8.561099708277393,7.140172609216534,5.816,8.278,6.516,0.918,0.624,0.562,0.09,0.392,0.19,0.112,0.388,0.148,0.404,0.154,0.12
1096,5.5946676071341175,8.644926367253353,7.007639198821803,5.742,8.318,6.41,0.918,0.604,0.488,0.09,0.422,0.202,0.112,0.394,0.208,0.392,0.15,0.08
1097,5.629947053953092,8.572470370650617,6.928435002963334,5.878,8.32,6.49,0.916,0.624,0.5,0.09,0.396,0.174,0.112,0.414,0.178,0.402,0.166,0.098
1098,5.513326501765619,8.554147354685893,7.1074832403815265,5.704,8.5,6.48,0.916,0.582,0.508,0.09,0.406,0.202,0.112,0.43,0.176,0.4,0.126,0.094
1099,5.594716582714486,8.558745484324872,7.038805670801766,5.8,8.33,6.548,0.926,0.596,0.52,0.09,0.39,0.2,0.112,0.388,0.19,0.402,0.16,0.104
1100,5.499954426005061,8.587241809330829,6.825818696796895,5.778,8.396,6.486,0.918,0.608,0.506,0.09,0.396,0.186,0.112,0.404,0.182,0.394,0.154,0.118
1101,5.6191147326173185,8.707546432356393,7.006697994716495,5.808,8.29,6.324,0.93,0.554,0.532,0.09,0.396,0.186,0.112,0.404,0.172,0.392,0.136,0.112
1102,5.565478682569226,8.632213721118386,7.125780859902804,5.948,8.35,6.69,0.908,0.586,0.536,0.09,0.404,0.204,0.112,0.418,0.202,0.394,0.18,0.104
1103,5.560728086162989,8.509141571411725,7.003507337952981,5.826,8.37,6.522,0.92,0.638,0.536,0.09,0.38,0.216,0.112,0.38,0.19,0.41,0.136,0.11
1104,5.6456991494414615,8.542061715432013,7.121094049546481,5.836,8.348,6.54,0.906,0.606,0.51,0.09,0.406,0.164,0.112,0.404,0.204,0.398,0.124,0.094
1105,5.560541034950513,8.616227184233164,7.041704480122759,5.876,8.332,6.652,0.92,0.62,0.542,0.09,0.402,0.192,0.112,0.4,0.18,0.404,0.148,0.11
1106,5.52577944559505,8.664530089992155,6.843721888590565,5.846,8.38,6.28,0.926,0.638,0.498,0.09,0.396,0.176,0.112,0.408,0.18,0.406,0.154,0.088
1107,5.6160923279095165,8.52391823942319,6.98911404482167,5.708,8.214,6.338,0.902,0.596,0.554,0.09,0.384,0.188,0.112,0.396,0.18,0.406,0.164,0.092
1108,5.618144287412643,8.586890251703293,6.9785546352342385,5.782,8.306,6.456,0.946,0.616,0.544,0.09,0.388,0.192,0.112,0.412,0.18,0.416,0.166,0.128
1109,5.679321074183015,8.704002520258616,7.197545368138549,5.794,8.322,6.592,0.928,0.612,0.538,0.09,0.404,0.21,0.112,0.41,0.164,0.404,0.154,0.108
1110,5.53302926345478,8.654627483357126,7.023354350505124,5.81,8.364,6.362,0.922,0.592,0.546,0.09,0.4,0.17,0.112,0.416,0.186,0.41,0.154,0.106
1111,5.546685367319883,8.513787312841114,7.150642372128096,5.802,8.23,6.364,0.936,0.608,0.514,0.09,0.396,0.236,0.112,0.412,0.196,0.398,0.152,0.084
1112,5.617683574107976,8.672376195996257,6.9233444895170075,5.802,8.444,6.5,0.914,0.63,0.506,0.09,0.408,0.184,0.112,0.41,0.17,0.402,0.174,0.092
1113,5.690542684591399,8.62127182955695,7.046175045010731,5.838,8.408,6.434,0.92,0.642,0.512,0.09,0.406,0.194,0.112,0.412,0.19,0.404,0.156,0.1
1114,5.567173746361527,8.708480132151433,6.838652977345324,5.74,8.35,6.508,0.916,0.626,0.464,0.09,0.406,0.216,0.112,0.416,0.206,0.4,0.154,0.092
1115,5.624838849521162,8.659938976055912,7.109294459602425,5.772,8.352,6.436,0.934,0.608,0.542,0.09,0.402,0.214,0.112,0.412,0.156,0.402,0.168,0.112
1116,5.597884172838654,8.647035476280838,6.8054115016009975,5.794,8.31,6.604,0.916,0.594,0.572,0.09,0.412,0.172,0.112,0.416,0.196,0.41,0.148,0.14
1117,5.575596879199672,8.634821617605027,7.034370175219059,5.802,8.368,6.222,0.924,0.62,0.506,0.09,0.39,0.196,0.112,0.398,0.174,0.398,0.164,0.1
1118,5.476314534203118,8.54863602962701,6.898954462660603,5.948,8.402,6.738,0.902,0.612,0.54,0.09,0.39,0.194,0.112,0.408,0.184,0.406,0.152,0.114
1119,5.556014154167483,8.620294292247518,6.928532625825473,5.706,8.366,6.75,0.912,0.57,0.514,0.09,0.4,0.192,0.112,0.422,0.21,0.402,0.14,0.122
1120,5.602946376503968,8.58782308896925,6.926258338120564,5.758,8.302,6.532,0.938,0.614,0.528,0.09,0.412,0.192,0.112,0.408,0.184,0.394,0.146,0.106
1121,5.522595294584913,8.531535837277646,7.015206168959941,5.774,8.43,6.664,0.918,0.592,0.544,0.09,0.394,0.202,0.112,0.402,0.174,0.418,0.124,0.128
1122,5.568643648011492,8.61095512374388,6.949855022327369,5.71,8.314,6.534,0.904,0.578,0.542,0.09,0.418,0.182,0.112,0.382,0.176,0.402,0.196,0.112
1123,5.509327116409458,8.615007296354134,7.153800538103321,5.756,8.378,6.412,0.93,0.64,0.526,0.09,0.394,0.208,0.112,0.426,0.15,0.4,0.172,0.11
1124,5.618586703565163,8.684021645078625,7.0790055684776805,5.826,8.428,6.684,0.928,0.63,0.538,0.09,0.42,0.212,0.112,0.412,0.226,0.398,0.154,0.116
1125,5.545145373212649,8.6070485841948,7.145405585579375,5.66,8.328,6.388,0.914,0.58,0.502,0.09,0.402,0.202,0.112,0.4,0.194,0.406,0.144,0.112
1126,5.55442957418555,8.670855091550736,7.05781043760946,5.738,8.266,6.478,0.934,0.622,0.524,0.09,0.424,0.16,0.112,0.38,0.214,0.39,0.172,0.12
1127,5.513345649254762,8.578299701520692,7.12988358594807,5.806,8.398,6.554,0.926,0.566,0.53,0.09,0.4,0.182,0.112,0.41,0.212,0.396,0.154,0.128
1128,5.642236310853032,8.697885920444257,6.888746172120341,5.75,8.286,6.53,0.918,0.596,0.544,0.09,0.408,0.216,0.112,0.404,0.186,0.406,0.14,0.104
1129,5.6290409386190525,8.568349960561216,6.8564535501258765,5.928,8.3,6.622,0.936,0.606,0.508,0.09,0.394,0.19,0.112,0.408,0.2,0.398,0.168,0.104
1130,5.603470960843091,8.556281617186471,6.990302678810482,5.804,8.364,6.224,0.936,0.642,0.518,0.09,0.388,0.192,0.112,0.398,0.174,0.4,0.15,0.106
1131,5.583121326702791,8.62855692745988,7.077604655983257,5.804,8.362,6.488,0.922,0.644,0.504,0.09,0.406,0.214,0.112,0.404,0.174,0.398,0.182,0.126
1132,5.624829070309582,8.598908844952884,6.901291340154521,5.872,8.404,6.478,0.916,0.566,0.524,0.09,0.406,0.196,0.112,0.406,0.188,0.376,0.14,0.078
1133,5.595028484575619,8.607720754963703,7.051102077178675,5.84,8.286,6.43,0.934,0.602,0.54,0.09,0.406,0.206,0.112,0.412,0.164,0.404,0.198,0.106
1134,5.617320985964011,8.600482481626155,6.982682518277138,5.804,8.368,6.638,0.93,0.652,0.512,0.09,0.4,0.192,0.112,0.414,0.17,0.408,0.168,0.096
1135,5.626978096365953,8.581284304734288,7.147358976392477,5.79,8.35,6.652,0.926,0.63,0.504,0.09,0.406,0.208,0.112,0.416,0.186,0.394,0.146,0.118
1136,5.544688502854341,8.5954863341682,6.754009139338311,5.81,8.266,6.474,0.938,0.636,0.514,0.09,0.396,0.188,0.112,0.392,0.162,0.426,0.166,0.12
1137,5.5991618310633635,8.635535581202165,6.832875229671778,5.758,8.324,6.388,0.918,0.634,0.54,0.09,0.418,0.16,0.112,0.396,0.22,0.394,0.172,0.12
1138,5.5457114617945225,8.6156419922344,6.937760241411189,5.78,8.388,6.556,0.94,0.622,0.518,0.09,0.404,0.184,0.112,0.43,0.204,0.416,0.15,0.102
1139,5.585460370901434,8.610167560103392,6.77787066801863,5.846,8.386,6.348,0.916,0.592,0.5,0.09,0.404,0.186,0.112,0.406,0.18,0.408,0.14,0.1
1140,5.551089313364698,8.614465823263439,6.991300773076417,5.828,8.358,6.52,0.902,0.598,0.496,0.09,0.416,0.174,0.112,0.402,0.216,0.404,0.152,0.116
1141,5.554709815225558,8.617529942185225,7.006646391267291,5.836,8.382,6.626,0.92,0.61,0.488,0.09,0.406,0.188,0.112,0.406,0.188,0.404,0.144,0.124
1142,5.555211798963495,8.595706973144015,7.232238012820862,5.718,8.298,6.626,0.918,0.62,0.502,0.09,0.386,0.258,0.112,0.39,0.188,0.4,0.178,0.112
1143,5.593720286656633,8.598570106271346,6.936335542205189,5.72,8.298,6.236,0.934,0.638,0.482,0.09,0.406,0.17,0.112,0.404,0.154,0.4,0.126,0.096
1144,5.4887228219743704,8.727703587694052,7.084066450492913,5.758,8.372,6.318,0.938,0.638,0.51,0.09,0.414,0.208,0.112,0.412,0.172,0.404,0.166,0.118
1145,5.578994513086655,8.61776138970745,7.044353632475387,5.688,8.392,6.704,0.936,0.64,0.534,0.09,0.398,0.186,0.112,0.418,0.226,0.4,0.136,0.12
1146,5.597712387822654,8.524236534068452,7.10202770246715,5.728,8.456,6.49,0.936,0.584,0.51,0.09,0.4,0.184,0.112,0.418,0.178,0.41,0.138,0.12
1147,5.636166643785915,8.585384610803931,7.009650552040125,5.762,8.3,6.324,0.912,0.6,0.502,0.09,0.386,0.182,0.112,0.404,0.158,0.404,0.184,0.096
1148,5.5505716026121386,8.689428030118757,6.806904990723985,5.842,8.384,6.51,0.916,0.646,0.498,0.09,0.414,0.214,0.112,0.422,0.196,0.388,0.194,0.1
1149,5.574352775834976,8.650449810437356,7.00609708311184,5.872,8.312,6.47,0.936,0.64,0.514,0.09,0.402,0.202,0.112,0.412,0.208,0.412,0.15,0.098
1150,5.659206887721657,8.676107332782857,7.021379000380123,5.856,8.334,6.406,0.942,0.612,0.494,0.09,0.4,0.18,0.112,0.388,0.186,0.396,0.168,0.096
1151,5.590750648832011,8.601058744398008,6.845038154143505,5.744,8.306,6.592,0.926,0.608,0.542,0.09,0.412,0.156,0.112,0.418,0.194,0.404,0.144,0.086
1152,5.573873781781664,8.631462424183452,7.179489082359203,5.788,8.196,6.356,0.916,0.532,0.514,0.09,0.404,0.18,0.112,0.402,0.156,0.408,0.124,0.092
1153,5.561857900780611,8.63294906925034,6.9436063721237415,5.78,8.468,6.572,0.93,0.62,0.51,0.09,0.42,0.196,0.112,0.42,0.194,0.398,0.162,0.108
1154,5.500428263889741,8.558930241537249,7.122807355187584,5.736,8.338,6.59,0.916,0.642,0.538,0.09,0.386,0.214,0.112,0.418,0.182,0.41,0.164,0.11
1155,5.653487512376586,8.580060165478416,7.019680121930967,5.864,8.346,6.52,0.936,0.64,0.568,0.09,0.396,0.192,0.112,0.412,0.198,0.404,0.144,0.11
1156,5.570876555916807,8.634282858974716,6.9635160835231,5.714,8.426,6.288,0.91,0.6,0.544,0.09,0.406,0.21,0.112,0.396,0.206,0.41,0.15,0.114
1157,5.640439498941677,8.661703194936964,6.8198898331753295,5.872,8.378,6.642,0.926,0.608,0.57,0.09,0.408,0.18,0.112,0.412,0.21,0.396,0.146,0.102
1158,5.589096664420691,8.772427328973748,6.804407196846307,5.876,8.282,6.588,0.934,0.628,0.484,0.09,0.414,0.174,0.112,0.424,0.188,0.396,0.148,0.134
1159,5.52838713515563,8.657871035461028,6.847200455301663,5.868,8.382,6.556,0.926,0.608,0.53,0.09,0.394,0.198,0.112,0.41,0.178,0.398,0.154,0.114
1160,5.545354899146863,8.617968829885902,7.039548134947272,5.81,8.408,6.558,0.94,0.616,0.534,0.09,0.39,0.216,0.112,0.392,0.172,0.394,0.146,0.12
1161,5.574897024622156,8.708806342855373,6.8579866034439485,5.706,8.39,6.518,0.922,0.618,0.554,0.09,0.422,0.204,0.112,0.418,0.212,0.392,0.158,0.094
1162,5.5041812218911526,8.612123377732226,6.8431884567628085,5.784,8.456,6.546,0.914,0.606,0.516,0.09,0.416,0.172,0.112,0.412,0.182,0.402,0.15,0.1
1163,5.578562166085653,8.653364264627466,6.965817437426699,5.778,8.286,6.454,0.922,0.596,0.516,0.09,0.41,0.188,0.112,0.398,0.178,0.392,0.146,0.094
1164,5.551623690660963,8.61749055023063,7.160683893571215,5.85,8.412,6.194,0.92,0.596,0.526,0.09,0.394,0.222,0.112,0.408,0.152,0.406,0.154,0.106
1165,5.492840224331506,8.652539172941694,6.913463922472237,5.78,8.33,6.5,0.92,0.6,0.506,0.09,0.414,0.168,0.112,0.41,0.184,0.404,0.126,0.09
1166,5.579228774280517,8.694981341094115,7.114136842930528,5.786,8.336,6.682,0.934,0.638,0.508,0.09,0.416,0.204,0.112,0.398,0.214,0.39,0.176,0.09
1167,5.543417584016625,8.693096306429046,7.321675333608464,5.802,8.336,6.508,0.932,0.598,0.52,0.09,0.418,0.25,0.112,0.418,0.2,0.402,0.154,0.1
1168,5.58431376661374,8.656707468710607,6.939921739082657,5.778,8.306,6.47,0.922,0.614,0.544,0.09,0.422,0.18,0.112,0.41,0.174,0.404,0.164,0.132
1169,5.543975344565256,8.607894768941314,7.0390537494579855,5.916,8.368,6.306,0.934,0.628,0.528,0.09,0.404,0.188,0.112,0.39,0.154,0.402,0.168,0.128
1170,5.571145807965996,8.611086745181185,7.136597073675622,5.762,8.314,6.322,0.926,0.612,0.53,0.09,0.4,0.194,0.112,0.396,0.174,0.394,0.184,0.114
1171,5.597930926526813,8.599959978763323,6.902823157823694,5.87,8.328,6.572,0.918,0.594,0.516,0.09,0.41,0.19,0.112,0.408,0.182,0.412,0.152,0.1
1172,5.626069214678644,8.658049703549962,6.9432829160041525,5.768,8.412,6.576,0.9,0.622,0.528,0.09,0.412,0.202,0.112,0.414,0.162,0.406,0.172,0.13
1173,5.53766281679169,8.69704241168208,7.2198063265471415,5.74,8.364,6.402,0.914,0.606,0.542,0.09,0.43,0.214,0.112,0.402,0.15,0.404,0.176,0.128
1174,5.570334405108859,8.714707185097948,6.928833440271579,5.84,8.306,6.56,0.926,0.614,0.548,0.09,0.42,0.19,0.112,0.394,0.184,0.41,0.144,0.11
1175,5.55552614839438,8.607371152983402,7.021452165565087,5.8,8.372,6.464,0.94,0.632,0.52,0.09,0.41,0.196,0.112,0.404,0.162,0.416,0.168,0.12
1176,5.610855675322524,8.702031690580192,7.007435967370786,5.902,8.352,6.438,0.906,0.576,0.552,0.09,0.418,0.196,0.112,0.414,0.176,0.396,0.154,0.134
1177,5.648124253675817,8.646679314366347,7.006337676675572,5.744,8.336,6.46,0.938,0.61,0.56,0.09,0.434,0.202,0.112,0.4,0.176,0.404,0.134,0.126
1178,5.624528054614235,8.743046207865554,6.9466465211747535,5.782,8.494,6.398,0.922,0.634,0.516,0.09,0.408,0.158,0.112,0.414,0.162,0.386,0.17,0.098
1179,5.55791831207696,8.54166324160226,7.071473038183485,5.862,8.414,6.506,0.934,0.626,0.532,0.09,0.386,0.252,0.112,0.408,0.182,0.39,0.136,0.114
1180,5.5920857086529026,8.62612804705277,6.836442259848356,5.882,8.312,6.564,0.908,0.59,0.506,0.09,0.412,0.172,0.112,0.406,0.21,0.39,0.144,0.096
1181,5.594861187614491,8.669983795583816,7.051683386879395,5.756,8.288,6.526,0.918,0.62,0.504,0.09,0.414,0.224,0.112,0.398,0.196,0.394,0.156,0.108
1182,5.566278091661826,8.683104700165002,6.906106304608009,5.852,8.396,6.294,0.932,0.634,0.54,0.09,0.416,0.17,0.112,0.41,0.14,0.402,0.144,0.104
1183,5.549813724124539,8.603918475169545,6.943338806869282,5.852,8.434,6.548,0.938,0.66,0.552,0.09,0.418,0.21,0.112,0.418,0.194,0.4,0.168,0.134
1184,5.628125821809977,8.60467288244189,7.153183571408456,5.762,8.294,6.458,0.942,0.618,0.534,0.09,0.4,0.208,0.112,0.412,0.18,0.398,0.19,0.114
1185,5.594429244091896,8.592974052024614,6.951277809022559,5.786,8.452,6.67,0.918,0.602,0.522,0.09,0.402,0.184,0.112,0.422,0.19,0.412,0.178,0.104
1186,5.53481278574174,8.691149839459047,7.142868685498845,5.824,8.448,6.492,0.914,0.64,0.524,0.09,0.416,0.204,0.112,0.432,0.184,0.404,0.148,0.104
1187,5.543595994941682,8.704268374860051,6.96480789071201,5.736,8.364,6.606,0.936,0.628,0.548,0.09,0.418,0.194,0.112,0.42,0.194,0.406,0.144,0.118
1188,5.603601267426051,8.71468645256008,7.014294041896959,5.832,8.372,6.456,0.938,0.584,0.536,0.09,0.412,0.206,0.112,0.43,0.166,0.408,0.122,0.116
1189,5.589209746235725,8.591159269538458,7.099516360795189,5.812,8.314,6.476,0.93,0.586,0.568,0.09,0.41,0.214,0.112,0.408,0.17,0.404,0.14,0.116
1190,5.557250405410239,8.664731345509589,7.051773158196541,5.772,8.284,6.378,0.896,0.586,0.52,0.09,0.414,0.218,0.112,0.406,0.204,0.392,0.124,0.104
1191,5.556626921715103,8.639700189747892,7.00137842341509,5.752,8.306,6.658,0.908,0.62,0.498,0.09,0.404,0.192,0.112,0.408,0.178,0.398,0.14,0.122
1192,5.6363208818213435,8.615400942884804,6.902000016590564,5.936,8.348,6.566,0.91,0.616,0.528,0.09,0.408,0.17,0.112,0.392,0.19,0.412,0.176,0.112
1193,5.643304476384824,8.726815960803822,7.041985996859648,5.738,8.29,6.678,0.934,0.6,0.506,0.09,0.416,0.186,0.112,0.404,0.18,0.416,0.134,0.104
1194,5.571138346900924,8.639000247847568,6.922005118807316,5.76,8.372,6.634,0.922,0.62,0.518,0.09,0.42,0.194,0.112,0.412,0.176,0.41,0.154,0.114
1195,5.533594667618296,8.659408176360824,7.028503858237971,5.794,8.378,6.456,0.924,0.63,0.51,0.09,0.406,0.2,0.112,0.41,0.19,0.41,0.17,0.106
1196,5.604316174353976,8.686326477235122,7.0346367912864665,5.796,8.358,6.308,0.892,0.614,0.492,0.09,0.418,0.2,0.112,0.396,0.166,0.398,0.168,0.132
1197,5.53673332140704,8.630849939918013,6.974731043373956,5.78,8.366,6.552,0.932,0.65,0.52,0.09,0.426,0.18,0.112,0.418,0.156,0.39,0.16,0.092
1198,5.484543451380825,8.564057546288385,7.107776027232513,5.788,8.356,6.246,0.91,0.576,0.53,0.09,0.422,0.21,0.112,0.404,0.17,0.408,0.176,0.118
1199,5.584943705259397,8.564810774515577,6.880548089644999,5.812,8.39,6.482,0.916,0.61,0.548,0.09,0.416,0.184,0.112,0.42,0.16,0.406,0.15,0.096
1200,5.592283116846396,8.695065084249688,7.094331212735471,5.746,8.308,6.29,0.902,0.562,0.524,0.09,0.416,0.238,0.112,0.39,0.17,0.412,0.122,0.114
1201,5.517584005092514,8.69763444381064,7.113321388052913,5.812,8.352,6.472,0.95,0.596,0.502,0.09,0.404,0.228,0.112,0.414,0.17,0.414,0.144,0.114
1202,5.630943160532957,8.642773387780437,7.190975242747605,5.846,8.318,6.284,0.918,0.614,0.538,0.09,0.418,0.214,0.112,0.396,0.192,0.414,0.188,0.108
1203,5.586822722070337,8.668282748397226,6.882689623309176,5.84,8.322,6.596,0.91,0.596,0.522,0.09,0.404,0.188,0.112,0.414,0.164,0.39,0.174,0.116
1204,5.6430758685478875,8.734655705783524,7.121822543218859,5.718,8.332,6.586,0.938,0.612,0.526,0.09,0.428,0.184,0.112,0.406,0.188,0.408,0.178,0.092
1205,5.605845632473719,8.595977534905664,6.851094105574576,5.77,8.334,6.582,0.92,0.598,0.508,0.09,0.408,0.172,0.112,0.412,0.19,0.394,0.156,0.13
1206,5.572930265646208,8.610695200942695,6.946867617271971,5.82,8.37,6.41,0.934,0.63,0.574,0.09,0.398,0.174,0.112,0.4,0.176,0.414,0.158,0.118
1207,5.52017834221367,8.70275324343086,7.006399426999608,5.824,8.344,6.418,0.934,0.596,0.516,0.09,0.414,0.218,0.112,0.4,0.156,0.418,0.14,0.098
1208,5.633474606975543,8.71792528772179,7.047253900709271,5.874,8.434,6.376,0.934,0.6,0.484,0.09,0.42,0.208,0.112,0.41,0.162,0.41,0.15,0.108
1209,5.635490770716936,8.688466004269161,6.851733916138131,5.896,8.39,6.444,0.912,0.606,0.522,0.09,0.42,0.18,0.112,0.416,0.212,0.386,0.124,0.094
1210,5.5550662292725095,8.71219730448999,6.636027192571048,5.836,8.336,6.78,0.936,0.604,0.512,0.09,0.426,0.158,0.112,0.42,0.208,0.398,0.164,0.122
1211,5.577641498267306,8.621846628271486,6.940827436761598,5.69,8.42,6.524,0.924,0.566,0.532,0.09,0.404,0.176,0.112,0.418,0.196,0.412,0.142,0.112
1212,5.470559209286394,8.644821648871346,7.113901289112237,5.814,8.368,6.616,0.904,0.606,0.502,0.09,0.428,0.212,0.112,0.406,0.232,0.41,0.162,0.106
1213,5.603174949955248,8.589869484197184,6.847892629257416,5.778,8.348,6.468,0.922,0.604,0.496,0.09,0.402,0.2,0.112,0.426,0.18,0.42,0.158,0.104
1214,5.505997159543209,8.625169867140615,7.029555969502112,5.846,8.402,6.494,0.926,0.616,0.53,0.09,0.39,0.196,0.112,0.426,0.204,0.39,0.166,0.114
1215,5.586886040434069,8.651251394482498,6.780248993924968,5.866,8.304,6.42,0.918,0.628,0.534,0.09,0.416,0.166,0.112,0.4,0.17,0.41,0.162,0.118
1216,5.592947993432005,8.64589962540555,6.895068323950545,5.786,8.336,6.422,0.92,0.598,0.548,0.09,0.422,0.154,0.112,0.39,0.18,0.412,0.15,0.118
1217,5.565225576239196,8.67427282776893,6.992292463636552,5.944,8.406,6.516,0.94,0.6,0.536,0.09,0.426,0.198,0.112,0.406,0.184,0.412,0.14,0.134
1218,5.600903886767871,8.649779413896967,7.218759222482768,5.696,8.388,6.328,0.91,0.61,0.526,0.09,0.422,0.22,0.112,0.428,0.194,0.392,0.156,0.098
1219,5.589321988415222,8.67566106531667,7.129969223387376,5.85,8.356,6.498,0.928,0.572,0.55,0.09,0.414,0.204,0.112,0.43,0.172,0.396,0.16,0.114
1220,5.562890051916433,8.727375153209191,6.812917899483514,5.8,8.394,6.218,0.928,0.634,0.56,0.09,0.398,0.148,0.112,0.436,0.164,0.408,0.162,0.118
